"date","Net_Worth_In_Millions","Net_Worth/DPI","Total_Assets_In_Millions","Total_Assets/DPI","Total_Liabilities_In_Millions","Total_Liabilities/DPI","Nonfinancial_Assets_In_Millions","Nonfinancial_Assets/DPI","Financial_Assets_In_Millions","Financial_Assets/DPI","Home_Mortgages_In_Millions","Home_Mortgages/DPI","Consumer_Credit_In_Millions","Consumer_Credit/DPI","Other_Liabilities_In_Millions","Other_Liabilities/DPI","Real_Estate_In_Millions","Real_Estate/DPI","Consumer_Durables_In_Millions","Consumer_Durables/DPI","Nonfinancial_Assets_In_Millions","Nonfinancial_Assets/DPI","Deposits_In_Millions","Deposits/DPI","Directly_Held_Corporate_Equities_In_Millions","Directly_Held_Corporate_Equities/DPI","Indirectly_Held_Corporate_Equities_In_Millions","Indirectly_Held_Corporate_Equities/DPI","Directly_Held_Debt_Securities_In_Millions","Directly_Held_Debt_Securities/DPI","Indirectly_Held_Debt_Securities_In_Millions","Indirectly_Held_Debt_Securities/DPI","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC154022375.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q""2023:Q3",150988726,743.49,171265885,843.33,20277159, 99.85,58842081,289.75,112423804,553.59,12925841, 63.65,4967288,24.46,2384030,11.74,45543576,224.26,7850265,38.66,5448240,26.83,17774550, 87.52,28852332,142.07,14208687,69.97,5474865,26.96,5240219,25.80,15484768, 76.25,16270015, 80.12,9118368,44.90,-1311712,-1690272, -69063,  469002,  -21379,20308194
"2013:Q4", 80836371,646.15, 94963186,759.08,14126815,112.92,27955641,223.46, 67007545,535.62, 9437049, 75.43,3090468,24.70,1599298,12.78,20287782,162.17,4777334,38.19,2890525,23.11, 9723072, 77.72,12340308, 98.64, 8901028,71.15,3804268,30.41,3615069,28.90,13666419,109.24, 8412864, 67.25,6544517,52.31, 2110201, 1404262, -50505,  337170,  419274,12510375
"2013:Q3", 78726170,632.48, 92679447,744.57,13953277,112.10,27596824,221.71, 65082623,522.87, 9456278, 75.97,3030297,24.35,1466702,11.78,19953063,160.30,4766462,38.29,2877299,23.12, 9626478, 77.34,11680252, 93.84, 8156822,65.53,3964406,31.85,3505436,28.16,13316247,106.98, 8292230, 66.62,6540752,52.55, 2553229, 1175835,-269606,  640380, 1006620,12447306
"2013:Q2", 76172941,616.62, 90070119,729.12,13897178,112.50,26936601,218.05, 63133518,511.07, 9449922, 76.50,2960193,23.96,1487063,12.04,19439674,157.37,4756820,38.51,2740107,22.18, 9497213, 76.88,11077621, 89.67, 7583618,61.39,4075552,32.99,3663896,29.66,12966693,104.97, 7945623, 64.32,6323302,51.19, 1227675,  396294,-679486,  621154,  889713,12353217
"2013:Q1", 74945265,611.60, 88821078,724.83,13875813,113.23,26301325,214.63, 62519753,510.20, 9488087, 77.43,2913773,23.78,1473953,12.03,18942571,154.58,4753090,38.79,2605664,21.26, 9467177, 77.26,10803651, 88.16, 7461294,60.89,4586701,37.43,3832232,31.27,12617837,102.97, 7567678, 61.76,6183182,50.46, 2849231, 1961859,-149855,  438024,  599202,12254044
"2012:Q4", 72096035,567.01, 86001359,676.37,13905324,109.36,25827863,203.13, 60173496,473.25, 9537072, 75.01,2912905,22.91,1455347,11.45,18533875,145.76,4727440,37.18,2566548,20.19, 9481162, 74.57, 9485920, 74.60, 6817166,53.61,4817767,37.89,3751021,29.50,12265809, 96.47, 7456207, 58.64,6098444,47.96,  936408,   93371, -67724,  206675,  704085,12715043
"2012:Q3", 71159627,578.45, 85094131,691.72,13934504,113.27,25586983,207.99, 59507148,483.73, 9597673, 78.02,2850453,23.17,1486378,12.08,18359781,149.24,4700607,38.21,2526595,20.54, 9136740, 74.27, 9441931, 76.75, 6767784,55.01,4977839,40.46,3658673,29.74,12185326, 99.05, 7341158, 59.68,5997697,48.75, 1939652,  911986, 290447,  283865,  453355,12301844
"2012:Q2", 69219975,559.84, 83140818,672.43,13920843,112.59,25283310,204.49, 57857508,467.94, 9649732, 78.05,2790468,22.57,1480643,11.98,18121999,146.57,4688964,37.92,2472347,20.00, 9068923, 73.35, 8894548, 71.94, 6403181,51.79,4862308,39.33,3483757,28.18,12099646, 97.86, 7098138, 57.41,5947007,48.10,  127417, -651771, 339086,  192172,  247930,12364178
"2012:Q1", 69092558,563.93, 83042497,677.78,13949939,113.86,25073986,204.65, 57968511,473.13, 9717273, 79.31,2745041,22.40,1487625,12.14,17936905,146.40,4678915,38.19,2458166,20.06, 9115270, 74.40, 9197566, 75.07, 6751934,55.11,4642302,37.89,3364677,27.46,12012800, 98.05, 6934391, 56.60,5949570,48.56, 1962684, 1776225,  77888, -186436,  295007,12252058
"2011:Q4", 67129873,560.00, 81137997,676.86,14008124,116.86,25217963,210.37, 55920034,466.49, 9785496, 81.63,2756225,22.99,1466403,12.23,18125966,151.21,4644654,38.75,2447343,20.42, 9091943, 75.85, 8217790, 68.55, 5955485,49.68,4764463,39.75,3164628,26.40,11920691, 99.44, 6916063, 57.69,5888971,49.13, 1388095,  996415, 165116,  -66195,  292759,11987448
"2011:Q3", 65741778,551.47, 79754899,669.02,14013121,117.55,25261054,211.90, 54493845,457.12, 9834572, 82.50,2702175,22.67,1476374,12.38,18291435,153.44,4630629,38.84,2338990,19.62, 8903754, 74.69, 7694856, 64.55, 5482004,45.99,4802850,40.29,2961125,24.84,11826112, 99.20, 6772303, 56.81,6050841,50.76,-1862421,-2666948, 453210,  -97389,  448706,11921126
