Series ID,Year,Period,Value
LNU02000000,2022,M05,158609
LNU02000000,2022,M06,158678
LNU02000000,2022,M07,159067
LNU02000000,2022,M08,158714
LNU02000000,2022,M09,159003
LNU02000000,2022,M10,159144
LNU02000000,2022,M11,158749
LNU02000000,2022,M12,158872
LNU02000000,2023,M01,158692
LNU02000000,2023,M02,159713
LNU02000000,2023,M03,160741
LNU02000000,2023,M04,161075
LNU02000000,2023,M05,161002
LNU02000000,2023,M06,161559
LNU02000000,2023,M07,161982
LNU02000000,2023,M08,161427
LNU02000000,2023,M09,161669
LNU02000000,2023,M10,161676
LNU02000000,2023,M11,162149
LNU02000000,2023,M12,160754
LNU02000000,2024,M01,159650
LNU02000000,2024,M02,160315
