,employment_level_in_thousands,Date,unemployment_level_in_thousands,us_spend_in_millions,mining_income_in_millions,hha_net_worth_in_millions,hha_net_worth/dpi,hha_total_assets_in_millions,hha_total_assets/dpi,downturn
744,136809,2010-01-01,16147,2500641.0,190570.0,62911192.0,566.92,77165149.0,695.37,0
745,137203,2010-02-01,15991,2506341.3333333335,186238.33333333334,62737124.333333336,562.0033333333333,76968411.66666667,689.49,0
746,137983,2010-03-01,15678,2512041.6666666665,181906.66666666666,62563056.666666664,557.0866666666666,76771674.33333333,683.61,0
747,139302,2010-04-01,14609,2517742.0,177575.0,62388989.0,552.17,76574937.0,677.73,0
748,139497,2010-05-01,14369,2514789.6666666665,178745.0,63086802.0,556.9566666666666,77248867.0,682.0,0
749,139882,2010-06-01,14885,2511837.3333333335,179915.0,63784615.0,561.7433333333333,77922797.0,686.27,0
750,140134,2010-07-01,15137,2508885.0,181085.0,64482428.0,566.53,78596727.0,690.54,0
751,139919,2010-08-01,14759,2511563.6666666665,183169.66666666666,65023661.0,569.3266666666666,79133443.66666667,692.8766666666667,0
752,139715,2010-09-01,14140,2514242.3333333335,185254.33333333334,65564894.0,572.1233333333333,79670160.33333333,695.2133333333333,0
753,139749,2010-10-01,13903,2516921.0,187339.0,66106127.0,574.92,80206877.0,697.55,0
754,139415,2010-11-01,14282,2516753.0,188311.0,66469110.666666664,574.53,80560591.0,696.3366666666666,0
755,139159,2010-12-01,13997,2516585.0,189283.0,66832094.333333336,574.14,80914305.0,695.1233333333333,0
756,137599,2011-01-01,14937,2516417.0,190255.0,67195078.0,573.75,81268019.0,693.91,0
757,138093,2011-02-01,14542,2521605.3333333335,207414.33333333334,67331451.66666667,573.4166666666666,81388044.33333333,693.13,0
758,138962,2011-03-01,14060,2526793.6666666665,224573.66666666666,67467825.33333333,573.0833333333334,81508069.66666667,692.35,0
759,139661,2011-04-01,13237,2531982.0,241733.0,67604199.0,572.75,81628095.0,691.57,0
760,140028,2011-05-01,13421,2521924.6666666665,245273.66666666666,66983392.0,565.6566666666666,81003696.33333333,684.0533333333334,0
761,140129,2011-06-01,14409,2511867.3333333335,248814.33333333334,66362585.0,558.5633333333334,80379297.66666667,676.5366666666666,0
762,140384,2011-07-01,14428,2501810.0,252355.0,65741778.0,551.47,79754899.0,669.02,0
763,140335,2011-08-01,14008,2499551.6666666665,241569.0,66204476.333333336,554.3133333333334,80215931.66666667,671.6333333333333,0
764,140502,2011-09-01,13520,2497293.3333333335,230783.0,66667174.666666664,557.1566666666666,80676964.33333333,674.2466666666667,0
765,140987,2011-10-01,13102,2495035.0,219997.0,67129873.0,560.0,81137997.0,676.86,0
766,141070,2011-11-01,12613,2502418.0,231609.33333333334,67784101.33333333,561.31,81772830.33333333,677.1666666666666,0
767,140681,2011-12-01,12692,2509801.0,243221.66666666666,68438329.66666667,562.62,82407663.66666667,677.4733333333334,0
768,139944,2012-01-01,13541,2517184.0,254834.0,69092558.0,563.93,83042497.0,677.78,0
769,140684,2012-02-01,13430,2512569.3333333335,253662.33333333334,69135030.33333333,562.5666666666666,83075270.66666667,675.9966666666667,0
770,141412,2012-03-01,12904,2507954.6666666665,252490.66666666666,69177502.66666667,561.2033333333334,83108044.33333333,674.2133333333333,0
771,141995,2012-04-01,11910,2503340.0,251319.0,69219975.0,559.84,83140818.0,672.43,0
772,142727,2012-05-01,12271,2508788.0,245092.0,69866525.66666667,566.0433333333334,83791922.33333333,678.86,0
773,143202,2012-06-01,13184,2514236.0,238865.0,70513076.33333333,572.2466666666667,84443026.66666667,685.29,0
774,143126,2012-07-01,13400,2519684.0,232638.0,71159627.0,578.45,85094131.0,691.72,0
775,142558,2012-08-01,12696,2520306.0,235246.33333333334,71471763.0,574.6366666666667,85396540.33333333,686.6033333333334,0
776,143333,2012-09-01,11742,2520928.0,237854.66666666666,71783899.0,570.8233333333334,85698949.66666667,681.4866666666667,0
777,144039,2012-10-01,11741,2521550.0,240463.0,72096035.0,567.01,86001359.0,676.37,0
778,143549,2012-11-01,11404,2522423.0,243814.0,73045778.33333333,581.8733333333333,86941265.33333333,692.5233333333333,0
779,143060,2012-12-01,11844,2523296.0,247165.0,73995521.66666667,596.7366666666667,87881171.66666667,708.6766666666667,0
780,141614,2013-01-01,13181,2524169.0,250516.0,74945265.0,611.6,88821078.0,724.83,0
781,142228,2013-02-01,12500,2526650.3333333335,253881.33333333334,75354490.33333333,613.2733333333333,89237425.0,726.26,0
782,142698,2013-03-01,11815,2529131.6666666665,257246.66666666666,75763715.66666667,614.9466666666667,89653772.0,727.69,0
783,143724,2013-04-01,11014,2531613.0,260612.0,76172941.0,616.62,90070119.0,729.12,0
784,144432,2013-05-01,11302,2531320.0,258845.33333333334,77024017.33333333,621.9066666666666,90939895.0,734.27,0
785,144841,2013-06-01,12248,2531027.0,257078.66666666666,77875093.66666667,627.1933333333334,91809671.0,739.4200000000001,0
786,145113,2013-07-01,12083,2530734.0,255312.0,78726170.0,632.48,92679447.0,744.57,0
787,144509,2013-08-01,11462,2532643.6666666665,260047.0,79429570.33333333,637.0366666666666,93440693.33333333,749.4066666666668,0
788,144651,2013-09-01,10885,2534553.3333333335,264782.0,80132970.66666667,641.5933333333334,94201939.66666667,754.2433333333333,0
789,144144,2013-10-01,10773,2536463.0,269517.0,80836371.0,646.15,94963186.0,759.08,0
790,144775,2013-11-01,10271,2540106.0,271500.3333333333,81419808.0,647.2833333333333,95545457.66666667,759.5966666666667,0
791,144423,2013-12-01,9984,2543749.0,273483.6666666667,82003245.0,648.4166666666666,96127729.33333333,760.1133333333333,0
792,143526,2014-01-01,10855,2547392.0,275467.0,82586682.0,649.55,96710001.0,760.63,0
793,144134,2014-02-01,10893,2547736.6666666665,270817.0,83315126.66666667,651.5433333333333,97462502.33333333,762.1866666666666,0
794,145090,2014-03-01,10537,2548081.3333333335,266167.0,84043571.33333333,653.5366666666666,98215003.66666667,763.7433333333333,0
795,145767,2014-04-01,9079,2548426.0,261517.0,84772016.0,655.53,98967505.0,765.3,0
796,146398,2014-05-01,9443,2559417.0,277353.6666666667,84997344.66666667,654.6266666666667,99190230.33333333,763.9366666666666,0
797,147104,2014-06-01,9893,2570408.0,293190.3333333333,85222673.33333333,653.7233333333334,99412955.66666667,762.5733333333334,0
798,147265,2014-07-01,10307,2581399.0,309027.0,85448002.0,652.82,99635681.0,761.21,0
799,146647,2014-08-01,9787,2578229.0,297989.0,85969443.66666667,653.9766666666667,100180870.33333333,762.0866666666667,0
800,146941,2014-09-01,8962,2575059.0,286951.0,86490885.33333333,655.1333333333333,100726059.66666667,762.9633333333334,0
801,147936,2014-10-01,8680,2571889.0,275913.0,87012327.0,656.29,101271249.0,763.84,0
802,147666,2014-11-01,8630,2572701.6666666665,239755.33333333334,87575010.66666667,658.4966666666667,101827272.66666667,765.6666666666667,0
803,147190,2014-12-01,8331,2573514.3333333335,203597.6666666667,88137694.33333333,660.7033333333333,102383296.33333333,767.4933333333333,0
804,146552,2015-01-01,9498,2574327.0,167440.0,88700378.0,662.91,102939320.0,769.32,0
805,147118,2015-02-01,9095,2583343.0,162890.66666666666,88956905.33333333,663.0533333333333,103239169.0,769.5033333333333,0
806,147635,2015-03-01,8682,2592359.0,158341.33333333334,89213432.66666667,663.1966666666667,103539018.0,769.6866666666667,0
807,148587,2015-04-01,7966,2601375.0,153792.0,89469960.0,663.34,103838867.0,769.87,0
808,149349,2015-05-01,8370,2606215.3333333335,154381.0,89140115.66666667,659.1166666666667,103549230.33333333,765.6566666666666,0
809,149645,2015-06-01,8638,2611055.6666666665,154970.0,88810271.33333333,654.8933333333333,103259593.66666667,761.4433333333334,0
810,149722,2015-07-01,8805,2615896.0,155559.0,88480427.0,650.67,102969957.0,757.23,0
811,149228,2015-08-01,8162,2618716.0,148079.66666666666,88973958.33333333,653.2266666666667,103467892.33333333,759.6433333333333,0
812,148980,2015-09-01,7628,2621536.0,140600.33333333334,89467489.66666667,655.7833333333333,103965827.66666667,762.0566666666667,0
813,149716,2015-10-01,7597,2624356.0,133121.0,89961021.0,658.34,104463763.0,764.47,0
814,149766,2015-11-01,7573,2623336.0,118549.66666666667,90348856.33333333,659.2833333333333,104855721.33333333,765.14,0
815,149703,2015-12-01,7542,2622316.0,103978.33333333333,90736691.66666667,660.2266666666667,105247679.66666667,765.8100000000001,0
816,149037,2016-01-01,8309,2621296.0,89407.0,91124527.0,661.17,105639638.0,766.48,0
817,150060,2016-02-01,8219,2628505.0,85223.0,91703250.0,664.4033333333333,106263786.66666667,769.8933333333333,0
818,150738,2016-03-01,8116,2635714.0,81039.0,92281973.0,667.6366666666667,106887935.33333333,773.3066666666667,0
819,151075,2016-04-01,7413,2642923.0,76855.0,92860696.0,670.87,107512084.0,776.72,0
820,151594,2016-05-01,7207,2651375.6666666665,87448.0,93410530.33333333,672.7833333333333,108120489.33333333,778.7333333333333,0
821,151990,2016-06-01,8144,2659828.3333333335,98041.0,93960364.66666667,674.6966666666667,108728894.66666667,780.7466666666667,0
822,152437,2016-07-01,8267,2668281.0,108634.0,94510199.0,676.61,109337300.0,782.76,0
823,151804,2016-08-01,7996,2672519.3333333335,108004.33333333333,94668901.33333333,675.2566666666667,109530447.0,781.2633333333333,0
824,151977,2016-09-01,7658,2676757.6666666665,107374.66666666667,94827603.66666667,673.9033333333333,109723594.0,779.7666666666667,0
825,152335,2016-10-01,7447,2680996.0,106745.0,94986306.0,672.55,109916741.0,778.27,0
826,152385,2016-11-01,7066,2683965.6666666665,124703.0,95778454.0,674.48,110728661.33333333,779.7733333333333,0
827,151798,2016-12-01,7170,2686935.3333333335,142661.0,96570602.0,676.41,111540581.66666667,781.2766666666666,0
828,150527,2017-01-01,8149,2689905.0,160619.0,97362750.0,678.34,112352502.0,782.78,0
829,151594,2017-02-01,7887,2691844.6666666665,162665.66666666666,98085575.0,680.4233333333334,113127537.0,784.7766666666666,0
830,152628,2017-03-01,7284,2693784.3333333335,164712.33333333334,98808400.0,682.5066666666667,113902572.0,786.7733333333333,0
831,153262,2017-04-01,6555,2695724.0,166759.0,99531225.0,684.59,114677607.0,788.77,0
832,153407,2017-05-01,6572,2702433.0,155778.33333333334,100101008.0,686.0866666666667,115296919.33333333,790.24,0
833,154086,2017-06-01,7250,2709142.0,144797.66666666666,100670791.0,687.5833333333334,115916231.66666667,791.7099999999999,0
834,154470,2017-07-01,7441,2715851.0,133817.0,101240574.0,689.08,116535544.0,793.18,0
835,153576,2017-08-01,7287,2731025.6666666665,136227.33333333334,102072177.0,691.8966666666666,117432960.66666667,796.0233333333333,0
836,154494,2017-09-01,6556,2746200.3333333335,138637.66666666666,102903780.0,694.7133333333334,118330377.33333333,798.8666666666667,0
837,154223,2017-10-01,6242,2761375.0,141048.0,103735383.0,697.53,119227794.0,801.71,0
838,154180,2017-11-01,6286,2774683.0,150454.66666666666,104083651.66666667,695.8166666666666,119593284.66666667,799.51,0
839,153602,2017-12-01,6278,2787991.0,159861.33333333334,104431920.33333333,694.1033333333334,119958775.33333333,797.3100000000001,0
840,152848,2018-01-01,7189,2801299.0,169268.0,104780189.0,692.39,120324266.0,795.11,0
841,154403,2018-02-01,7091,2813915.0,170565.33333333334,105222356.0,692.0233333333333,120809581.33333333,794.54,0
842,154877,2018-03-01,6671,2826531.0,171862.66666666666,105664523.0,691.6566666666666,121294896.66666667,793.97,0
843,155348,2018-04-01,5932,2839147.0,173160.0,106106690.0,691.29,121780212.0,793.4,0
844,156009,2018-05-01,5756,2854605.0,175983.0,106788057.0,692.5,122518502.33333333,794.51,0
845,156465,2018-06-01,6812,2870063.0,178806.0,107469424.0,693.7099999999999,123256792.66666667,795.62,0
846,157004,2018-07-01,6730,2885521.0,181629.0,108150791.0,694.92,123995083.0,796.73,0
847,155539,2018-08-01,6370,2894667.3333333335,185318.33333333334,106875965.33333333,683.7833333333333,122763494.66666667,785.42,0
848,156191,2018-09-01,5766,2903813.6666666665,189007.66666666666,105601139.66666667,672.6466666666666,121531906.33333333,774.11,0
849,156952,2018-10-01,5771,2912960.0,192697.0,104326314.0,661.51,120300318.0,762.8,0
850,157015,2018-11-01,5650,2921701.3333333335,184432.66666666666,106395475.0,671.4533333333334,122379793.33333333,772.35,0
851,156481,2018-12-01,6029,2930442.6666666665,176168.33333333334,108464636.0,681.3966666666666,124459268.66666667,781.9,0
852,154964,2019-01-01,7140,2939184.0,167904.0,110533797.0,691.34,126538744.0,791.45,0
853,156167,2019-02-01,6625,2958816.0,167931.0,111284031.33333333,694.9666666666667,127357311.66666667,795.35,0
854,156441,2019-03-01,6382,2978448.0,167958.0,112034265.66666667,698.5933333333334,128175879.33333333,799.25,0
855,156710,2019-04-01,5387,2998080.0,167985.0,112784500.0,702.22,128994447.0,803.15,0
856,157152,2019-05-01,5503,3012089.6666666665,166232.33333333334,113017729.0,701.4966666666667,129294913.0,802.53,0
857,157828,2019-06-01,6292,3026099.3333333335,164479.66666666666,113250958.0,700.7733333333333,129595379.0,801.91,0
858,158385,2019-07-01,6556,3040109.0,162727.0,113484187.0,700.05,129895845.0,801.29,0
859,157816,2019-08-01,6203,3054166.3333333335,162122.66666666666,114623998.33333333,704.78,131100363.66666667,806.09,0
860,158478,2019-09-01,5465,3068223.6666666665,161518.33333333334,115763809.66666667,709.51,132304882.33333333,810.89,0
861,159067,2019-10-01,5510,3082281.0,160914.0,116903621.0,714.24,133509401.0,815.69,0
862,158945,2019-11-01,5441,3101255.3333333335,153526.0,114891980.33333333,699.88,131517167.66666667,801.14,0
863,158504,2019-12-01,5503,3120229.6666666665,146138.0,112880339.66666667,685.52,129524934.33333333,786.59,0
864,156994,2020-01-01,6504,3139204.0,138750.0,110868699.0,671.16,127532701.0,772.04,0
865,158017,2020-02-01,6218,3161803.6666666665,104682.0,113491090.0,666.4566666666666,130155313.66666667,764.4499999999999,1
866,155167,2020-03-01,7370,3184403.3333333335,70614.0,116113481.0,661.7533333333333,132777926.33333333,756.86,1
867,133326,2020-04-01,22504,3207003.0,36546.0,118735872.0,657.05,135400539.0,749.27,1
868,137461,2020-05-01,20514,3197895.0,48336.666666666664,120217909.66666667,671.5966666666667,136966526.33333334,765.15,0
869,142811,2020-06-01,18072,3188787.0,60127.33333333333,121699947.33333333,686.1433333333333,138532513.66666666,781.03,0
870,144492,2020-07-01,16882,3179679.0,71918.0,123181985.0,700.69,140098501.0,796.91,0
871,147224,2020-08-01,13742,3182207.3333333335,81235.66666666667,125944876.66666667,720.1500000000001,142948942.0,817.36,0
872,147796,2020-09-01,12277,3184735.6666666665,90553.33333333333,128707768.33333333,739.61,145799383.0,837.81,0
873,150433,2020-10-01,10620,3187264.0,99871.0,131470660.0,759.07,148649824.0,858.26,0
874,150203,2020-11-01,10264,3231520.3333333335,121061.0,133150279.33333333,738.39,150386362.33333334,834.0466666666666,0
875,149613,2020-12-01,10404,3275776.6666666665,142251.0,134829898.66666666,717.71,152122900.66666666,809.8333333333334,0
876,148383,2021-01-01,10851,3320033.0,163441.0,136509518.0,697.03,153859439.0,785.62,0
877,149522,2021-02-01,10486,3325724.0,173450.33333333334,138740727.0,724.93,156331493.33333334,816.8333333333334,0
878,150493,2021-03-01,9905,3331415.0,183459.66666666666,140971936.0,752.83,158803547.66666666,848.0466666666666,0
879,151160,2021-04-01,9220,3337106.0,193469.0,143203145.0,780.73,161275602.0,879.26,0
880,151778,2021-05-01,8829,3350785.3333333335,201310.66666666666,144331452.0,786.79,162521174.33333334,885.9466666666667,0
881,152283,2021-06-01,9883,3364464.6666666665,209152.33333333334,145459759.0,792.85,163766746.66666666,892.6333333333333,0
882,153596,2021-07-01,9221,3378144.0,216994.0,146588066.0,798.91,165012319.0,899.32,0
883,153232,2021-08-01,8556,3395362.3333333335,242979.33333333334,147871805.0,805.4033333333333,166427080.66666666,906.4633333333334,0
884,154026,2021-09-01,7366,3412580.6666666665,268964.6666666667,149155544.0,811.8966666666666,167841842.33333334,913.6066666666667,0
885,154966,2021-10-01,6896,3429799.0,294950.0,150439283.0,818.39,169256604.0,920.75,0
886,155797,2021-11-01,6302,3444267.0,297966.0,151007945.66666666,823.52,169892044.33333334,926.4966666666667,0
887,155732,2021-12-01,5964,3458735.0,300982.0,151576608.33333334,828.65,170527484.66666666,932.2433333333333,0
888,155618,2022-01-01,7207,3473203.0,303998.0,152145271.0,833.78,171162925.0,937.99,0
889,156942,2022-02-01,6782,3501185.0,334864.6666666667,150200970.33333334,819.4533333333333,169337976.0,923.8333333333334,0
890,158106,2022-03-01,6168,3529167.0,365731.3333333333,148256669.66666666,805.1266666666667,167513027.0,909.6766666666666,0
891,157991,2022-04-01,5458,3557149.0,396598.0,146312369.0,790.8,165688078.0,895.52,0
892,158609,2022-05-01,5548,3569936.3333333335,392388.0,145149510.66666666,779.3366666666666,164634271.33333334,883.9333333333333,0
893,158678,2022-06-01,6334,3582723.6666666665,388178.0,143986652.33333334,767.8733333333333,163580464.66666666,872.3466666666667,0
894,159067,2022-07-01,6255,3595511.0,383968.0,142823794.0,756.41,162526658.0,860.76,0
895,158714,2022-08-01,6256,3615155.3333333335,363196.3333333333,143100972.0,753.9566666666666,162877641.0,858.1533333333333,0
896,159003,2022-09-01,5460,3634799.6666666665,342424.6666666667,143378150.0,751.5033333333333,163228624.0,855.5466666666667,0
897,159144,2022-10-01,5609,3654444.0,321653.0,143655328.0,749.05,163579607.0,852.94,0
898,158749,2022-11-01,5523,3670320.3333333335,315855.6666666667,144650100.33333334,745.24,164585862.66666666,847.9633333333334,0
899,158872,2022-12-01,5352,3686196.6666666665,310058.3333333333,145644872.66666666,741.43,165592118.33333334,842.9866666666667,0
900,158692,2023-01-01,6378,3702073.0,304261.0,146639645.0,737.62,166598374.0,838.01,0
901,159713,2023-02-01,6465,3699868.0,291889.0,148526576.0,743.5133333333333,168541500.0,843.7133333333334,0
902,160741,2023-03-01,6043,3697663.0,279517.0,150413507.0,749.4066666666666,170484626.0,849.4166666666666,0
903,161075,2023-04-01,5146,3695458.0,267145.0,152300438.0,755.3,172427752.0,855.12,0
904,161002,2023-05-01,5700,3727024.0,271724.6666666667,152300438.0,755.3,172427752.0,855.12,0
905,161559,2023-06-01,6351,3758590.0,276304.3333333333,152300438.0,755.3,172427752.0,855.12,0
906,161982,2023-07-01,6372,3790156.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
907,161427,2023-08-01,6623,3800420.6666666665,280884.0,152300438.0,755.3,172427752.0,855.12,0
908,161669,2023-09-01,6049,3810685.3333333335,280884.0,152300438.0,755.3,172427752.0,855.12,0
909,161676,2023-10-01,6098,3820950.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
910,162149,2023-11-01,5827,3820950.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
911,160754,2023-12-01,5907,3820950.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
912,159650,2024-01-01,6778,3820950.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
913,160315,2024-02-01,6970,3820950.0,280884.0,152300438.0,755.3,172427752.0,855.12,0
